Time,T1,T2,Q1,Q2
1374.0,30.47,41.395,0.0,60.0
1375.0,30.47,41.491,0.0,60.0
1376.0,30.438,41.459,0.0,60.0
1377.01,30.47,41.362,0.0,60.0
1378.01,30.276,41.201,0.0,60.0
1379.0,30.244,41.33,0.0,60.0
1380.0,30.276,41.427,0.0,60.0
1381.0,30.244,41.459,0.0,60.0
1382.0,30.244,41.395,0.0,60.0
1383.0,30.244,41.201,0.0,60.0
1384.0,30.244,41.395,0.0,60.0
1385.0,30.244,41.491,0.0,60.0
1386.0,30.244,41.459,0.0,60.0
1387.0,30.244,41.33,0.0,60.0
1388.0,30.244,41.33,0.0,60.0
1389.0,30.244,41.201,0.0,60.0
1390.0,30.244,41.459,0.0,60.0
1391.0,30.212,41.459,0.0,60.0
1392.0,30.212,41.459,0.0,60.0
1393.0,30.244,41.201,0.0,60.0
1394.0,30.244,41.201,0.0,60.0
1395.0,30.147,41.395,0.0,60.0
1396.0,30.083,41.459,0.0,60.0
1397.0,30.083,41.395,0.0,60.0
1398.0,30.147,41.266,0.0,60.0
1399.0,30.051,41.33,0.0,60.0
1400.0,30.019,41.395,0.0,60.0
1401.0,29.986,41.362,0.0,60.0
1402.0,29.954,41.298,0.0,60.0
1403.0,29.954,41.169,0.0,60.0
1404.01,29.922,41.169,0.0,60.0
1405.0,29.922,41.266,0.0,60.0
1406.0,29.922,41.266,0.0,60.0
1407.0,29.922,41.137,0.0,60.0
1408.0,29.922,40.976,0.0,60.0
1409.01,29.922,41.169,0.0,60.0
1410.01,29.922,41.201,0.0,60.0
1411.01,29.922,41.201,0.0,60.0
1412.01,29.922,40.879,0.0,60.0
1413.01,29.922,40.879,0.0,60.0
1414.0,29.922,41.072,0.0,60.0
1415.01,29.922,41.137,0.0,60.0
1416.0,29.922,41.072,0.0,60.0
1417.0,29.922,40.879,0.0,60.0
1418.0,29.922,40.879,0.0,60.0
1419.0,29.922,41.072,0.0,60.0
1420.01,29.825,41.072,0.0,60.0
